Bank,ATM_Name,Address,State,City,CashAvailability,LastChecked
UBA,UBA ATM,"1126 Apapa Rd, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Available,05/18/2026 16:03:10
UBA,UBA ATM,"251 57 Marina Rd, Lagos Island, Lagos 100272, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/29/2026 13:03:10
UBA,UBA ATM,"251 57 Marina Rd, Lagos Island, Lagos 100272, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/28/2026 13:03:10
UBA,UBA ATM,"251 57 Marina Rd, Lagos Island, Lagos 100272, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/27/2026 13:03:10
UBA,UBA ATM,"251 57 Marina Rd, Lagos Island, Lagos 100272, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/26/2026 13:03:10
UBA,UBA ATM,"251 57 Marina Rd, Lagos Island, Lagos 100272, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/25/2026 13:03:10
UBA,UBA ATM,"251 57 Marina Rd, Lagos Island, Lagos 100272, Lagos, Nigeria",Lagos,Lagos Island,Available,05/24/2026 13:03:10
UBA,UBA ATM,"251 57 Marina Rd, Lagos Island, Lagos 100272, Lagos, Nigeria",Lagos,Lagos Island,Available,05/23/2026 13:03:10
UBA,UBA ATM,"251 57 Marina Rd, Lagos Island, Lagos 100272, Lagos, Nigeria",Lagos,Lagos Island,Available,05/22/2026 13:03:10
UBA,UBA ATM,"251 57 Marina Rd, Lagos Island, Lagos 100272, Lagos, Nigeria",Lagos,Lagos Island,Available,05/21/2026 13:03:10
UBA,UBA ATM,"251 57 Marina Rd, Lagos Island, Lagos 100272, Lagos, Nigeria",Lagos,Lagos Island,Available,05/20/2026 13:03:10
UBA,UBA ATM,"251 57 Marina Rd, Lagos Island, Lagos 100272, Lagos, Nigeria",Lagos,Lagos Island,Available,05/19/2026 13:03:10
UBA,UBA ATM,"946 43 Idumagbo Ave, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Available,05/29/2026 14:03:10
UBA,UBA ATM,"946 43 Idumagbo Ave, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/28/2026 14:03:10
UBA,UBA ATM,"946 43 Idumagbo Ave, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/27/2026 14:03:10
UBA,UBA ATM,"946 43 Idumagbo Ave, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/26/2026 14:03:10
UBA,UBA ATM,"946 43 Idumagbo Ave, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/25/2026 14:03:10
UBA,UBA ATM,"946 43 Idumagbo Ave, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Available,05/24/2026 14:03:10
UBA,UBA ATM,"946 43 Idumagbo Ave, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Available,05/23/2026 14:03:10
UBA,UBA ATM,"946 43 Idumagbo Ave, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Available,05/22/2026 14:03:10
UBA,UBA ATM,"946 43 Idumagbo Ave, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Available,05/21/2026 14:03:10
UBA,UBA ATM,"946 43 Idumagbo Ave, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Available,05/20/2026 14:03:10
UBA,UBA ATM,"946 43 Idumagbo Ave, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Available,05/19/2026 14:03:10
UBA,UBA ATM,"599 F94Q+M4J, Breadfruit St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Available,05/29/2026 09:03:10
UBA,UBA ATM,"599 F94Q+M4J, Breadfruit St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/28/2026 09:03:10
UBA,UBA ATM,"599 F94Q+M4J, Breadfruit St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/27/2026 09:03:10
UBA,UBA ATM,"599 F94Q+M4J, Breadfruit St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/26/2026 09:03:10
UBA,UBA ATM,"599 F94Q+M4J, Breadfruit St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/25/2026 09:03:10
UBA,UBA ATM,"599 F94Q+M4J, Breadfruit St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Available,05/24/2026 09:03:10
UBA,UBA ATM,"599 F94Q+M4J, Breadfruit St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Available,05/23/2026 09:03:10
UBA,UBA ATM,"599 F94Q+M4J, Breadfruit St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Available,05/22/2026 09:03:10
UBA,UBA ATM,"599 F94Q+M4J, Breadfruit St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Available,05/21/2026 09:03:10
UBA,UBA ATM,"599 F94Q+M4J, Breadfruit St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Available,05/20/2026 09:03:10
UBA,UBA ATM,"599 F94Q+M4J, Breadfruit St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Available,05/19/2026 09:03:10
UBA,UBA ATM,"602 F95M+372, Issah Williams St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Available,05/28/2026 20:03:10
UBA,UBA ATM,"602 F95M+372, Issah Williams St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/27/2026 20:03:10
UBA,UBA ATM,"602 F95M+372, Issah Williams St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/26/2026 20:03:10
UBA,UBA ATM,"602 F95M+372, Issah Williams St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/25/2026 20:03:10
UBA,UBA ATM,"602 F95M+372, Issah Williams St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/24/2026 20:03:10
UBA,UBA ATM,"602 F95M+372, Issah Williams St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Available,05/23/2026 20:03:10
UBA,UBA ATM,"602 F95M+372, Issah Williams St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Available,05/22/2026 20:03:10
UBA,UBA ATM,"602 F95M+372, Issah Williams St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Available,05/21/2026 20:03:10
UBA,UBA ATM,"602 F95M+372, Issah Williams St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Available,05/20/2026 20:03:10
UBA,UBA ATM,"602 F95M+372, Issah Williams St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Available,05/19/2026 20:03:10
UBA,UBA ATM,"602 F95M+372, Issah Williams St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Available,05/18/2026 20:03:10
UBA,UBA ATM,"1717 11 Davies St, Lagos Island, Lagos 100272, Lagos, Nigeria",Lagos,Lagos Island,Available,05/29/2026 09:03:10
UBA,UBA ATM,"1717 11 Davies St, Lagos Island, Lagos 100272, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/28/2026 09:03:10
UBA,UBA ATM,"1717 11 Davies St, Lagos Island, Lagos 100272, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/27/2026 09:03:10
UBA,UBA ATM,"1717 11 Davies St, Lagos Island, Lagos 100272, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/26/2026 09:03:10
UBA,UBA ATM,"1717 11 Davies St, Lagos Island, Lagos 100272, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/25/2026 09:03:10
UBA,UBA ATM,"1717 11 Davies St, Lagos Island, Lagos 100272, Lagos, Nigeria",Lagos,Lagos Island,Available,05/24/2026 09:03:10
UBA,UBA ATM,"1717 11 Davies St, Lagos Island, Lagos 100272, Lagos, Nigeria",Lagos,Lagos Island,Available,05/23/2026 09:03:10
UBA,UBA ATM,"1717 11 Davies St, Lagos Island, Lagos 100272, Lagos, Nigeria",Lagos,Lagos Island,Available,05/22/2026 09:03:10
UBA,UBA ATM,"1717 11 Davies St, Lagos Island, Lagos 100272, Lagos, Nigeria",Lagos,Lagos Island,Available,05/21/2026 09:03:10
UBA,UBA ATM,"1717 11 Davies St, Lagos Island, Lagos 100272, Lagos, Nigeria",Lagos,Lagos Island,Available,05/20/2026 09:03:10
UBA,UBA ATM,"1717 11 Davies St, Lagos Island, Lagos 100272, Lagos, Nigeria",Lagos,Lagos Island,Available,05/19/2026 09:03:10
UBA,UBA ATM,"589 Obinrikiti street, near john street, opposite Uba bank idumota, Lagos Island, Lagos, Nigeria",Lagos,Lagos Island,Available,05/28/2026 17:03:10
UBA,UBA ATM,"589 Obinrikiti street, near john street, opposite Uba bank idumota, Lagos Island, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/27/2026 17:03:10
UBA,UBA ATM,"589 Obinrikiti street, near john street, opposite Uba bank idumota, Lagos Island, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/26/2026 17:03:10
UBA,UBA ATM,"589 Obinrikiti street, near john street, opposite Uba bank idumota, Lagos Island, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/25/2026 17:03:10
UBA,UBA ATM,"589 Obinrikiti street, near john street, opposite Uba bank idumota, Lagos Island, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/24/2026 17:03:10
UBA,UBA ATM,"589 Obinrikiti street, near john street, opposite Uba bank idumota, Lagos Island, Lagos, Nigeria",Lagos,Lagos Island,Available,05/23/2026 17:03:10
UBA,UBA ATM,"589 Obinrikiti street, near john street, opposite Uba bank idumota, Lagos Island, Lagos, Nigeria",Lagos,Lagos Island,Available,05/22/2026 17:03:10
UBA,UBA ATM,"589 Obinrikiti street, near john street, opposite Uba bank idumota, Lagos Island, Lagos, Nigeria",Lagos,Lagos Island,Available,05/21/2026 17:03:10
UBA,UBA ATM,"589 Obinrikiti street, near john street, opposite Uba bank idumota, Lagos Island, Lagos, Nigeria",Lagos,Lagos Island,Available,05/20/2026 17:03:10
UBA,UBA ATM,"589 Obinrikiti street, near john street, opposite Uba bank idumota, Lagos Island, Lagos, Nigeria",Lagos,Lagos Island,Available,05/19/2026 17:03:10
UBA,UBA ATM,"589 Obinrikiti street, near john street, opposite Uba bank idumota, Lagos Island, Lagos, Nigeria",Lagos,Lagos Island,Available,05/18/2026 17:03:10
UBA,UBA ATM,"858 F93R+357, Broad St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Available,05/29/2026 08:03:10
UBA,UBA ATM,"858 F93R+357, Broad St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/28/2026 08:03:10
UBA,UBA ATM,"858 F93R+357, Broad St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/27/2026 08:03:10
UBA,UBA ATM,"858 F93R+357, Broad St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/26/2026 08:03:10
UBA,UBA ATM,"858 F93R+357, Broad St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/25/2026 08:03:10
UBA,UBA ATM,"858 F93R+357, Broad St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Available,05/24/2026 08:03:10
UBA,UBA ATM,"858 F93R+357, Broad St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Available,05/23/2026 08:03:10
UBA,UBA ATM,"858 F93R+357, Broad St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Available,05/22/2026 08:03:10
UBA,UBA ATM,"858 F93R+357, Broad St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Available,05/21/2026 08:03:10
UBA,UBA ATM,"858 F93R+357, Broad St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Available,05/20/2026 08:03:10
UBA,UBA ATM,"858 F93R+357, Broad St, Lagos Island, Lagos 102273, Lagos, Nigeria",Lagos,Lagos Island,Available,05/19/2026 08:03:10
UBA,UBA ATM,"807 32, Balogun Street, Lagos Island, Lagos, Lagos, Lagos, Nigeria",Lagos,Lagos Island,Available,05/29/2026 07:03:10
UBA,UBA ATM,"807 32, Balogun Street, Lagos Island, Lagos, Lagos, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/28/2026 07:03:10
UBA,UBA ATM,"807 32, Balogun Street, Lagos Island, Lagos, Lagos, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/27/2026 07:03:10
UBA,UBA ATM,"807 32, Balogun Street, Lagos Island, Lagos, Lagos, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/26/2026 07:03:10
UBA,UBA ATM,"807 32, Balogun Street, Lagos Island, Lagos, Lagos, Lagos, Nigeria",Lagos,Lagos Island,Out of Cash,05/25/2026 07:03:10
UBA,UBA ATM,"807 32, Balogun Street, Lagos Isnd, Lagos, Lagos, Lagos, Nigeria",Lagos,Lagos Island,Available,05/24/2026 07:03:10
UBA,UBA ATM,"807 32, Balogun Street, Lagos Island, Lagos, Lagos, Lagos, Nigeria",Lagos,Lagos Island,Available,05/23/2026 07:03:10
UBA,UBA ATM,"807 32, Balogun Street, Lagos Island, Lagos, Lagos, Lagos, Nigeria",Lagos,Lagos Island,Available,05/22/2026 07:03:10
UBA,UBA ATM,"807 32, Balogun Street, Lagos Island, Lagos, Lagos, Lagos, Nigeria",Lagos,Lagos Island,Available,05/21/2026 07:03:10
UBA,UBA ATM,"807 32, Balogun Street, Lagos Island, Lagos, Lagos, Lagos, Nigeria",Lagos,Lagos Island,Available,05/20/2026 07:03:10
UBA,UBA ATM,"807 32, Balogun Street, Lagos Island, Lagos, Lagos, Lagos, Nigeria",Lagos,Lagos Island,Available,05/19/2026 07:03:10
Zenith Bank,ZIB_USELU_ATM4,"81, Uselu Lagos Road, Benin City",Edo,Benin City,Out of Cash,05/29/2026 15:03:10
Zenith Bank,ZIB_USELU_ATM4,"81, Uselu Lagos Road, Benin City",Edo,Benin City,Out of Cash,05/28/2026 15:03:10
Zenith Bank,ZIB_USELU_ATM4,"81, Uselu Lagos Road, Benin City",Edo,Benin City,Out of Cash,05/27/2026 15:03:10
Zenith Bank,ZIB_USELU_ATM4,"81, Uselu Lagos Road, Benin City",Edo,Benin City,Out of Cash,05/26/2026 15:03:10
Zenith Bank,ZIB_USELU_ATM4,"81, Uselu Lagos Road, Benin City",Edo,Benin City,Out of Cash,05/25/2026 15:03:10
Zenith Bank,ZIB_USELU_ATM4,"81, Uselu Lagos Road, Benin City",Edo,Benin City,Available,05/24/2026 15:03:10
Zenith Bank,ZIB_USELU_ATM4,"81, Uselu Lagos Road, Benin City",Edo,Benin City,Available,05/23/2026 15:03:10
Zenith Bank,ZIB_USELU_ATM4,"81, Uselu Lagos Road, Benin City",Edo,Benin City,Available,05/22/2026 15:03:10
Zenith Bank,ZIB_USELU_ATM4,"81, Uselu Lagos Road, Benin City",Edo,Benin City,Available,05/21/2026 15:03:10
Zenith Bank,ZIB_USELU_ATM4,"81, Uselu Lagos Road, Benin City",Edo,Benin City,Available,05/20/2026 15:03:10
Zenith Bank,ZIB_USELU_ATM4,"81, Uselu Lagos Road, Benin City",Edo,Benin City,Available,05/19/2026 15:03:10
Zenith Bank,EkpomaBr_AAU_ATM1,"KM 70 Benin Auchi Road, P. M. B 14, Ekpoma Edo State",Edo,Benin City,Available,05/29/2026 10:03:10
Zenith Bank,EkpomaBr_AAU_ATM1,"KM 70 Benin Auchi Road, P. M. B 14, Ekpoma Edo State",Edo,Benin City,Out of Cash,05/28/2026 10:03:10
Zenith Bank,EkpomaBr_AAU_ATM1,"KM 70 Benin Auchi Road, P. M. B 14, Ekpoma Edo State",Edo,Benin City,Out of Cash,05/27/2026 10:03:10
Zenith Bank,EkpomaBr_AAU_ATM1,"KM 70 Benin Auchi Road, P. M. B 14, Ekpoma Edo State",Edo,Benin City,Out of Cash,05/26/2026 10:03:10
Zenith Bank,EkpomaBr_AAU_ATM1,"KM 70 Benin Auchi Road, P. M. B 14, Ekpoma Edo State",Edo,Benin City,Out of Cash,05/25/2026 10:03:10
Zenith Bank,EkpomaBr_AAU_ATM1,"KM 70 Benin Auchi Road, P. M. B 14, Ekpoma Edo State",Edo,Benin City,Available,05/24/2026 10:03:10
Zenith Bank,EkpomaBr_AAU_ATM1,"KM 70 Benin Auchi Road, P. M. B 14, Ekpoma Edo State",Edo,Benin City,Available,05/23/2026 10:03:10
Zenith Bank,EkpomaBr_AAU_ATM1,"KM 70 Benin Auchi Road, P. M. B 14, Ekpoma Edo State",Edo,Benin City,Available,05/22/2026 10:03:10
Zenith Bank,EkpomaBr_AAU_ATM1,"KM 70 Benin Auchi Road, P. M. B 14, Ekpoma Edo State",Edo,Benin City,Available,05/21/2026 10:03:10
Zenith Bank,EkpomaBr_AAU_ATM1,"KM 70 Benin Auchi Road, P. M. B 14, Ekpoma Edo State",Edo,Benin City,Available,05/20/2026 10:03:10
Zenith Bank,EkpomaBr_AAU_ATM1,"KM 70 Benin Auchi Road, P. M. B 14, Ekpoma Edo State",Edo,Benin City,Available,05/19/2026 10:03:10
Zenith Bank,EkpomaBr_AAU_ATM2,"KM 70 Benin Auchi Road, P. M. B 14, Ekpoma Edo State",Edo,Benin City,Available,05/29/2026 05:03:10
Zenith Bank,EkpomaBr_AAU_ATM2,"KM 70 Benin Auchi Road, P. M. B 14, Ekpoma Edo State",Edo,Benin City,Out of Cash,05/28/2026 05:03:10
Zenith Bank,EkpomaBr_AAU_ATM2,"KM 70 Benin Auchi Road, P. M. B 14, Ekpoma Edo State",Edo,Benin City,Out of Cash,05/27/2026 05:03:10
Zenith Bank,EkpomaBr_AAU_ATM2,"KM 70 Benin Auchi Road, P. M. B 14, Ekpoma Edo State",Edo,Benin City,Out of Cash,05/26/2026 05:03:10
Zenith Bank,EkpomaBr_AAU_ATM2,"KM 70 Benin Auchi Road, P. M. B 14, Ekpoma Edo State",Edo,Benin City,Out of Cash,05/25/2026 05:03:10
Zenith Bank,EkpomaBr_AAU_ATM2,"KM 70 Benin Auchi Road, P. M. B 14, Ekpoma Edo State",Edo,Benin City,Available,05/24/2026 05:03:10
Zenith Bank,EkpomaBr_AAU_ATM2,"KM 70 Benin Auchi Road, P. M. B 14, Ekpoma Edo State",Edo,Benin City,Available,05/23/2026 05:03:10
Zenith Bank,EkpomaBr_AAU_ATM2,"KM 70 Benin Auchi Road, P. M. B 14, Ekpoma Edo State",Edo,Benin City,Available,05/22/2026 05:03:10
Zenith Bank,EkpomaBr_AAU_ATM2,"KM 70 Benin Auchi Road, P. M. B 14, Ekpoma Edo State",Edo,Benin City,Available,05/21/2026 05:03:10
Zenith Bank,EkpomaBr_AAU_ATM2,"KM 70 Benin Auchi Road, P. M. B 14, Ekpoma Edo State",Edo,Benin City,Available,05/20/2026 05:03:10
Zenith Bank,EkpomaBr_AAU_ATM2,"KM 70 Benin Auchi Road, P. M. B 14, Ekpoma Edo State",Edo,Benin City,Available,05/19/2026 05:03:10
Zenith Bank,EkpomaBr_AAU_ATM3,"KM 70 Benin Auchi Road, P. M. B 14, Ekpoma Edo State",Edo,Benin City,Available,05/29/2026 09:03:10
Zenith Bank,EkpomaBr_AAU_ATM3,"KM 70 Benin Auchi Road, P. M. B 14, Ekpoma Edo State",Edo,Benin City,Out of Cash,05/28/2026 09:03:10
Zenith Bank,EkpomaBr_AAU_ATM3,"KM 70 Benin Auchi Road, P. M. B 14, Ekpoma Edo State",Edo,Benin City,Out of Cash,05/27/2026 09:03:10
Zenith Bank,EkpomaBr_AAU_ATM3,"KM 70 Benin Auchi Road, P. M. B 14, Ekpoma Edo State",Edo,Benin City,Out of Cash,05/26/2026 09:03:10
Zenith Bank,EkpomaBr_AAU_ATM3,"KM 70 Benin Auchi Road, P. M. B 14, Ekpoma Edo State",Edo,Benin City,Out of Cash,05/25/2026 09:03:10
